mean EN difference,geom-mean_eta_both,MagpieData mean Electronegativity,max ionic char,MagpieData avg_dev MendeleevNumber,MagpieData minimum Electronegativity,MagpieData range MeltingT,MagpieData mean Row,MagpieData avg_dev NpValence,MagpieData mean GSbandgap,std_dev EN difference
0.35216662,0.21600513,0.75921535,0.5187391,0.20361601,0.95313096,0.53399503,0.4600846,0.97054434,0.87494564,0.07138249
0.33299527,0.4438482,0.68939567,0.7240882,0.45644224,0.48612437,0.9765079,0.5562979,0.5979022,0.5206059,0.63790274
0.26038525,0.3067458,0.75390935,0.2708528,0.20068441,0.8227392,0.4419305,0.7270524,0.61051524,0.1283755,0.014230892
0.5885175,0.5661335,0.77652407,0.98249555,0.60267067,0.4685072,0.98599166,0.4915021,0.65711755,0.4166934,0.93629265
0.15512496,0.3624903,0.66457766,0.29688096,0.13607337,0.5876808,0.45084804,0.41122597,0.522186,0.5002911,0.17703466
0.20229246,0.33460808,0.7243203,0.42505637,0.17561024,0.7709073,0.9887552,0.5214322,0.38586208,0.49451563,0.26190856
0.36292568,0.51818466,0.75303125,0.9082021,0.8139146,0.54331964,0.28337738,0.7706709,0.70151067,0.43944404,0.8634113
0.39191893,0.37597314,0.6732576,0.67566144,0.77742785,0.4494254,0.4175549,0.63178617,0.8985388,0.57242674,0.30978176
0.39061448,0.36667025,0.75964284,0.8459979,0.5461007,0.50245214,0.97316,0.5992791,0.43081626,0.41428706,0.8168008
0.3010715,0.42857155,0.672186,0.62748337,0.4138983,0.44003108,0.9677923,0.5022915,0.623289,0.52968043,0.52911454
0.27672258,0.4059593,0.7026108,0.7055191,0.5072415,0.37565508,0.8202996,0.51570565,0.54592323,0.50593066,0.65093035
0.27649257,0.35889238,0.7733112,0.59033173,0.11987053,0.81675094,0.38936546,0.45106992,0.68944395,0.56373376,0.65380573
0.37102473,0.35423645,0.7022016,0.70125425,0.39806136,0.49674132,0.9946146,0.55654985,0.48891675,0.4560258,0.5082747
0.16384377,0.31897882,0.75552404,0.39341855,0.13247655,0.8063034,0.99221975,0.5005714,0.4163747,0.5420401,0.13356723
0.12544297,0.3336344,0.63587475,0.011105245,0.25913212,0.9437498,0.94509846,0.52415246,0.5242025,0.7029455,0.1478988
0.24930178,0.36595765,0.78995717,0.24305415,0.4360044,0.99762267,0.56623995,0.83024246,0.97006947,0.061024584,-0.04467888
0.36050484,0.36333436,0.7357127,0.6912565,0.20293805,0.5396878,0.99489784,0.4931193,0.46483797,0.4157456,0.41732532
0.51066554,0.52599335,0.7965811,0.9412197,0.55975527,0.47716418,0.995597,0.63117856,0.6312241,0.33437344,0.8803358
0.12723002,0.43811116,0.5811117,0.07153376,0.2718479,0.9928479,0.445591,0.50526357,0.8801013,0.80706334,0.036698416
0.05152081,0.35903034,0.62039304,0.08680601,0.24702007,0.9356556,0.6214807,0.46708998,0.7193652,0.7205006,0.067759916
0.29836413,0.26880476,0.7370857,0.6615774,0.35282806,0.47483763,0.20392907,0.43640095,0.692893,0.5928544,0.6907481
0.19299148,0.40193808,0.7578959,0.43621787,0.12558812,0.6252793,0.8378721,0.43757364,0.55558455,0.5208826,0.2762925
0.29440784,0.3527224,0.79772174,0.6381499,0.09122814,0.79810953,0.99569345,0.46134892,0.39355552,0.47111574,0.39104545
0.22345911,0.3539584,0.67514694,0.29583326,0.40158784,0.71908563,0.984823,0.5494502,0.5964472,0.6308013,0.20403895
0.13416038,0.30136254,0.709183,0.31990698,0.289588,0.80745465,0.6611887,0.5642252,0.75816786,0.45698667,0.03498779
0.22670136,0.30171296,0.66063106,0.30175745,0.19285503,0.7504919,0.74985254,0.46729615,0.6149559,0.7312937,0.36466497
0.3598224,0.4544476,0.7604985,0.47594362,0.28388363,0.66823244,0.4082506,0.6359527,0.7952297,0.20078386,-0.029309437
0.12992887,0.5093485,0.7098091,0.020632543,0.19715545,0.9789973,0.99075276,0.5353102,0.4703972,0.71060973,0.070714824
0.2220922,0.31112903,0.6279355,0.4204,0.3495557,0.53981006,0.74473464,0.4325555,0.66404784,0.68692386,0.44348842
0.08287133,0.38717476,0.72280854,0.25254974,0.1637482,0.7683155,0.7753659,0.46792006,0.32516304,0.30975097,0.24532554
0.38246146,0.5094991,0.6642479,0.75777316,0.56646454,0.34364542,0.5981772,0.44678035,0.6649097,0.45695895,0.58619833
0.28446233,0.36325073,0.7348467,0.25888556,0.18499885,0.8176521,0.22444439,0.7643175,0.71785915,0.118359916,0.12581429
0.68125176,0.49672973,0.7560313,0.85937685,0.8656645,0.456932,0.47684234,0.82833076,0.9716324,0.25201708,-0.10077301
0.2136094,0.30220166,0.7833752,0.47772488,0.08167474,0.8403684,0.9831007,0.517771,0.39817232,0.4478133,0.23163407
0.2371651,0.42854953,0.6733664,0.5542328,0.37718382,0.4927911,0.9612872,0.51592267,0.63119185,0.5862946,0.4540127
0.28773245,0.26755404,0.6421469,0.5085501,0.45709962,0.5666355,0.9854791,0.572565,0.48265758,0.56555855,0.46218133
0.16115715,0.30555758,0.7959751,0.442186,0.057578363,0.8163897,0.96560824,0.5254326,0.35464948,0.36988586,0.22489858
0.10386029,0.39850533,0.63924205,0.12546147,0.24147536,0.9329572,0.9830418,0.5339966,0.5363656,0.7674443,0.08903086
0.7879179,0.46162707,0.956594,0.90430546,0.46942946,0.9998785,0.6725666,0.3515867,0.999913,0.61504596,-0.099359825
0.29013917,0.2916918,0.6872313,0.5517768,0.32062247,0.59079474,0.98880714,0.52578914,0.4849764,0.5152602,0.32765448
0.124782436,0.37837264,0.58633107,0.066008456,0.3209476,0.988999,0.581059,0.48293066,0.86711943,0.8398982,-0.034626618
0.33138785,0.43432888,0.69948596,0.7351911,0.23852862,0.52982795,0.98492855,0.44835618,0.5219941,0.51642793,0.56025946
0.29272947,0.33963722,0.7950523,0.59219766,0.13739583,0.7443457,0.9859591,0.47274196,0.40440965,0.44744298,0.41168335
0.78553206,0.47111052,0.931903,0.873429,0.4116046,0.99982184,0.5523973,0.22645696,0.9997801,0.69879216,0.023207216
0.011626598,0.7175338,0.6170131,-0.116482385,0.28682455,0.9984076,0.5129763,0.5487821,0.76805127,0.7307488,0.022722408
0.07052213,0.34635812,0.7013284,0.2345741,0.20536058,0.8195156,0.9148768,0.45009357,0.61185825,0.60758615,0.097955026
0.4325249,0.2646248,0.7257211,0.5402002,0.49329355,0.6800065,0.4638775,0.6025562,0.9849819,0.59443295,0.16842198
0.25741854,0.51561403,0.7213886,0.7133711,0.30204412,0.47197208,0.9436612,0.47662365,0.637545,0.5909481,0.5111488
0.34105933,0.4515915,0.67497826,0.5839839,0.3495866,0.54109657,0.32401037,0.50633466,0.6720184,0.38840413,0.21248324
0.23356414,0.31441498,0.80033654,0.5167898,0.10023635,0.839574,0.9881692,0.51264703,0.35614938,0.47313157,0.2843702
0.13263442,0.3481624,0.5745149,0.0787854,0.29739195,0.9789549,0.6541941,0.45523083,0.82293355,0.81871796,0.005360932
0.13222435,0.43174565,0.66937184,0.076747224,0.26579872,0.97456753,0.9777577,0.5640378,0.5337024,0.8009054,0.07618783
0.42942083,0.43317986,0.68687546,0.78787965,0.5610888,0.52288955,0.97958875,0.5592121,0.54596806,0.5173595,0.756918
0.2506715,0.38737503,0.70335317,0.55146253,0.30784634,0.5258136,0.97262466,0.50106,0.5766847,0.53464884,0.38717023
0.23379518,0.40468937,0.6808816,0.7395351,0.6327446,0.38802508,0.43413398,0.5977885,0.4913395,0.46173814,0.7698682
0.38131008,0.5813589,0.8404554,0.6227486,0.20813088,0.79791534,0.9900383,0.6545005,0.34088445,0.30370504,0.78749907
0.17903496,0.4631044,0.83507025,0.60783297,0.0011821607,0.76732284,0.94697535,0.5077197,0.43304595,0.4541256,0.35305575
0.64000803,0.5721803,0.7529843,0.80431974,0.79403704,0.44946852,0.50574726,0.82569605,0.9652114,0.17262715,-0.09321787
0.46720558,0.48218712,0.764758,0.8818658,0.631701,0.5184772,0.9894417,0.64891624,0.55235696,0.42051423,0.8830077
0.22155268,0.35521442,0.7436965,0.4990634,0.22505318,0.6814019,0.9804889,0.51843,0.5556178,0.5517645,0.26607275
0.02914981,0.64528304,0.6597177,0.107431665,0.21545158,0.99914694,0.2798939,0.64677155,0.8230744,0.71487916,0.02251235
0.26593098,0.33628026,0.6905114,0.50119627,0.28190842,0.62450254,0.9920081,0.5085361,0.49019265,0.48335472,0.31902575
0.5125569,0.3790615,0.80435526,0.80418825,0.25759268,0.5343348,0.9983916,0.6106962,0.36477706,0.36316302,0.56868064
0.06611008,0.41645393,0.565079,0.10412891,0.23698196,0.9750067,0.3121063,0.6083256,0.8816223,0.40963858,0.093603
0.6178657,0.55525064,0.9239814,0.77855694,0.29206657,0.9999307,0.27778414,0.46340615,0.9983067,0.5676583,0.05987735
0.209892,0.32447574,0.7033293,0.43479535,0.22021553,0.70878327,0.9904728,0.512401,0.48933312,0.5528753,0.20423242
0.31215537,0.33310458,0.71274644,0.30741096,0.1761098,0.7599816,0.17343764,0.75051695,0.71636283,0.11487165,0.019275863
0.3011272,0.2990472,0.60819256,0.56804013,0.45185763,0.8001191,0.95822567,0.5660125,0.3512963,0.7134686,0.6525131
0.14210822,0.39279196,0.69769824,0.27658525,0.2414052,0.6919859,0.8152939,0.44163117,0.64297986,0.57667124,0.18812576
0.249027,0.62473786,0.6358123,0.23268068,0.56329215,0.6324688,0.44645876,0.92677623,0.67435735,0.21931328,0.26345524
0.8565204,0.7824433,0.9992363,0.9821735,0.418639,0.99999875,0.72877145,0.41209033,0.9999982,0.66851926,0.32226294
0.08120026,0.31849417,0.7141125,0.23555514,0.21797422,0.78817284,0.658267,0.5259812,0.6085535,0.3587662,0.07969862
0.60217446,0.5215312,0.7267478,0.74190784,0.7151326,0.51107144,0.4592462,0.6721928,0.9303953,0.29237297,0.042458586
0.14899892,0.3565742,0.68079925,0.22627795,0.24391006,0.76549596,0.98507565,0.5056325,0.51704466,0.58053064,0.1428694
0.34198076,0.4409763,0.67971385,0.5394132,0.26689512,0.52882814,0.25329286,0.48569697,0.64278185,0.38377443,0.23205772
0.39898396,0.460829,0.82446975,0.6567482,0.2455823,0.71849096,0.9932521,0.6177842,0.4622804,0.38172317,0.6808274
0.24367686,0.34208977,0.7164748,0.49350753,0.19825481,0.697072,0.9925608,0.5181367,0.40870485,0.4845113,0.26907834
0.11843484,0.42300478,0.79185486,0.39436188,0.060370114,0.7951087,0.6099785,0.52679646,0.25745133,0.20692064,0.7037984
0.6411656,0.5479164,0.7627032,0.84501165,0.91531044,0.49569073,0.6016005,0.9345913,0.9891511,0.19047189,-0.08159231
0.19697985,0.33223417,0.7655835,0.44378796,0.104379356,0.8307488,0.9914118,0.49836096,0.40812877,0.5100293,0.22043394
0.15761584,0.29327258,0.7377887,0.26285312,0.29511833,0.8022397,0.47186023,0.61716866,0.72612786,0.31054392,0.050985225
0.19783813,0.48792902,0.7240362,0.45766017,0.0984112,0.96099037,0.64702666,0.5691501,0.7165944,0.31634596,0.4114667
0.21646468,0.42638952,0.75051636,0.17576097,0.44158667,0.99624527,0.6311586,0.8458394,0.9600285,0.0013548649,-0.0068950527
0.24988064,0.4226081,0.61216694,0.43136293,0.6366662,0.6099689,0.47440487,0.7138188,0.7379915,0.37644535,0.37732324
0.55564153,0.5849565,0.75404596,0.7915503,0.7620381,0.56197333,0.4545593,0.67656165,0.88715094,0.39857242,0.17779024
0.391971,0.45613745,0.6804607,0.85473967,0.6018717,0.30354086,0.7022568,0.45850527,0.63323593,0.45905435,0.74046075
0.41936204,0.3485863,0.7192359,0.48815402,0.5074618,0.7963738,0.58909875,0.7026633,0.99026275,0.353875,0.098114826
0.19765611,0.39463642,0.6878227,0.22141758,0.20816985,0.85094136,0.9907416,0.48404408,0.4405588,0.60238814,0.16485474
0.091386825,0.59942025,0.68347347,0.13359118,0.23954913,0.9924441,0.81397545,0.57062775,0.57452506,0.80960035,0.28334877
0.18999147,0.5205551,0.8156576,0.1550561,0.36775717,0.85386574,0.6645349,0.85033613,0.9396299,0.21687356,0.2502221
0.6192861,0.64704716,0.94984394,0.85456634,0.30470076,0.9999911,0.016640617,0.46229607,0.9986816,0.8952025,0.102269456
0.33124733,0.41778907,0.6852897,0.71928537,0.4662422,0.47913244,0.9719709,0.56948143,0.58110076,0.4897931,0.6577677
0.28944564,0.2989587,0.66817665,0.53133327,0.31334463,0.56562525,0.98409075,0.49707422,0.5094207,0.5133768,0.35850686
0.11539639,0.33765966,0.6682732,0.16935284,0.31736967,0.95941114,0.45894307,0.6861069,0.86817783,0.28528023,-0.10321558
0.48758793,0.45184767,0.7117535,0.86495477,0.63148046,0.4658589,0.98844165,0.63095814,0.60716057,0.44300294,0.80484873
0.16722798,0.38563728,0.7228176,0.366787,0.12095976,0.5972749,0.7438954,0.4443781,0.55295247,0.5320827,0.24441773
0.3572675,0.42072052,0.68500483,0.55148315,0.36897552,0.48780918,0.24744532,0.44596267,0.5851493,0.34268805,0.31179193
0.24506809,0.34064296,0.7099029,0.33850852,0.117266014,0.71873057,0.17643338,0.6100236,0.530519,0.15261535,0.09163845
0.4828206,0.51376534,0.6167294,0.77342635,0.95282507,0.56194913,0.5292619,0.8855669,0.96642363,0.53823113,0.4515918
0.24185461,0.68370783,0.84626585,0.24923553,0.46012816,0.9707996,0.8310159,0.9667504,0.89786553,0.1273198,0.16574015
0.2915386,0.3575808,0.70698345,0.634014,0.34834182,0.6057446,0.982245,0.55601287,0.39054963,0.4781923,0.5674139
0.19327092,0.37437868,0.80217904,0.5163678,0.055538226,0.7792899,0.9632293,0.5284586,0.38424268,0.3652851,0.343588
0.39768636,0.47556806,0.8212738,0.7774123,0.1059906,0.91160065,0.29689014,0.44239497,0.9211276,0.48012227,0.7542447
0.40000504,0.3872017,0.6724584,0.7377736,0.6873065,0.36741754,0.40383744,0.48317406,0.80204785,0.457235,0.49900225
0.40149805,0.42709807,0.6296494,0.6697854,0.67446625,0.36370608,0.3858212,0.48136282,0.79507196,0.44266424,0.43456545
0.24226695,0.3620265,0.7534832,0.55134463,0.12781738,0.7777022,0.99253,0.48083013,0.3501244,0.5043936,0.34892726
0.15292951,0.3174394,0.6371738,0.17144777,0.27614877,0.89144105,0.96727866,0.50508326,0.54841495,0.6818582,0.17510475
0.06746366,0.3782527,0.69550574,0.10097928,0.1846919,0.93224615,0.9758566,0.495898,0.45271796,0.5417991,0.10149901
0.14606506,0.4279926,0.76078886,0.4213313,0.23833653,0.6017093,0.9174744,0.50738066,0.6523832,0.6411231,0.24873301
0.55087495,0.5760176,0.85447234,0.88128084,0.5000342,0.57726866,0.9983561,0.7577654,0.55064,0.32344854,0.9028683
0.5245749,0.4658932,0.8780602,0.83049095,0.16329743,0.65860987,0.9986729,0.5867182,0.45439282,0.31685358,0.64764667
0.35024837,0.46034926,0.7039104,0.7693235,0.38013726,0.4785344,0.9842071,0.54977715,0.57252645,0.49181187,0.6140854
0.4091198,0.32775506,0.74816847,0.65333474,0.2669259,0.9969285,0.1838633,0.52337474,0.9725637,0.87206095,0.16670844
0.3187438,0.38827392,0.71673393,0.632039,0.15231456,0.5560567,0.9833373,0.49517176,0.39116904,0.39133608,0.5185678
0.40614197,0.44495645,0.85136473,0.4264922,0.5416726,0.9979014,0.8139256,0.8752974,0.9941688,0.10530166,-0.057544462
0.32559648,0.38657022,0.6522832,0.5161896,0.53929174,0.48824006,0.4595362,0.45451134,0.6106283,0.3683981,0.32274196
0.3127412,0.50199175,0.7185744,0.7301231,0.3352191,0.4291198,0.9324144,0.50014853,0.63476706,0.5103514,0.5966586
0.18219481,0.34949648,0.7688592,0.41385797,0.10667459,0.7950788,0.996365,0.48256773,0.35334256,0.53066283,0.14791664
0.10491191,0.34757537,0.803662,0.31902018,-0.012357642,0.9456537,0.9932904,0.4568437,0.30505693,0.49117348,0.10412848
0.36894906,0.3836999,0.6675122,0.6102743,0.47278333,0.43677086,0.21876289,0.47973144,0.7164374,0.40102056,0.3302912
0.24213837,0.3961269,0.67740726,0.30493242,0.38577005,0.98099864,0.6543155,0.46684584,0.941743,0.88909435,0.012396319
0.52657926,0.45654815,0.8994488,0.7141915,0.14393753,0.9954108,0.34510815,0.46170753,0.9874121,0.55706835,0.27406967
0.4384379,0.4429943,0.661602,0.6083673,0.7123864,0.4588696,0.42127118,0.61601496,0.89144284,0.45618212,0.26643097
0.29418206,0.5428139,0.79283214,0.50007844,0.3455497,0.99979985,0.31085795,0.6889273,0.98329467,0.5761138,0.06810563
0.4872399,0.38108623,0.7300557,0.8345775,0.87386614,0.39542848,0.3448629,0.68956935,0.9328248,0.44800913,0.42693222
0.2988979,0.38043207,0.7345989,0.17565197,0.16890138,0.8376169,0.22998136,0.83458287,0.5987011,0.031533565,0.062161833
0.0057890215,0.66917676,0.6424488,-0.12637343,0.27698788,0.99742043,0.8312753,0.4820998,0.74479306,0.8730703,-0.040716425
0.26841563,0.4549912,0.6730298,0.63557374,0.35496894,0.36584914,0.92061794,0.45993862,0.6347704,0.5079839,0.52979803
0.08409957,0.33324078,0.6584429,0.13053155,0.23230404,0.8765782,0.9813459,0.49577123,0.5042893,0.6128407,0.071205035
0.29358587,0.35250726,0.6673614,0.60278386,0.30506197,0.5190706,0.9880791,0.4955823,0.51804316,0.48158094,0.41819495
0.22225615,0.48435092,0.6808669,0.6472217,0.27643135,0.4269765,0.88219994,0.4284036,0.61934507,0.522138,0.50295293
0.12695856,0.36836573,0.6422707,0.12276225,0.3338481,0.98440975,0.47068748,0.7474514,0.9172407,0.2448006,0.082049094
0.44319504,0.70323485,0.7961731,0.4166552,0.7349359,0.85373676,0.70811003,0.9430734,0.9952498,0.1965305,0.453513
0.41875255,0.3616893,0.76388633,0.7270955,0.23118323,0.5672061,0.99508816,0.56722945,0.42639288,0.42712143,0.5404157
0.16521725,0.28216448,0.5882795,0.20941381,0.36991143,0.9075654,0.96643305,0.5353308,0.60039896,0.8297613,0.14852624
0.0786722,0.5083165,0.62039566,0.22223774,0.1403159,0.9928663,0.26994544,0.6432361,0.7399785,0.5422183,0.117938444
0.50070155,0.5136646,0.9352857,0.8154217,0.06642769,0.99894136,0.0759683,0.5610642,0.98441446,0.7771124,0.3521465
0.48569733,0.39951095,0.7435173,0.73004603,0.7400378,0.4356991,0.44348627,0.66369176,0.9024071,0.3052366,0.1932058
0.42690092,0.43917638,0.74668217,0.8762312,0.5151911,0.49074116,0.98953843,0.6203568,0.5205854,0.33972502,0.825262
0.25448528,0.5246945,0.7594657,0.6586962,0.1529781,0.50103104,0.84727323,0.4297521,0.5913745,0.530754,0.4149258
0.1889987,0.2877506,0.62184346,0.26962295,0.3237,0.93009806,0.96190864,0.5823126,0.5418321,0.82726985,0.3386771
0.45693478,0.59691405,0.75608003,0.47614607,0.48315644,0.6496077,0.45498753,0.8452324,0.7638123,0.16212149,0.03379767
0.214602,0.34175327,0.75760925,0.5101925,0.13145064,0.7512573,0.98916477,0.50817,0.46078,0.5044136,0.24504991
0.5597889,0.6276332,0.95007384,0.89946014,0.11779234,0.9998605,-0.118682764,0.3891261,0.99484825,0.89690685,0.43322828
0.26735032,0.31839097,0.86821944,0.5770222,0.00065321464,0.88833195,0.98666906,0.5136097,0.3899662,0.35468233,0.32322466
0.1136864,0.33036506,0.63895947,0.15297787,0.31657484,0.90405035,0.92724484,0.5305974,0.6819008,0.73615634,0.11948902
0.49026954,0.27558094,0.7209203,0.63465667,0.19553593,0.99711645,0.31429157,0.4346556,0.98899716,0.8563321,0.10869982
0.27209374,0.41831905,0.8040921,0.25657958,0.53177595,0.96088165,0.8030565,0.9007774,0.97228163,0.19524091,0.077774905
0.16291463,0.20711377,0.7565707,0.15660328,0.4156424,0.9527397,0.7629242,0.686468,0.8152876,0.32423735,-0.044880714
0.2477085,0.45378578,0.64538085,0.5136248,0.33285615,0.3929765,0.61333597,0.36476612,0.641881,0.52057385,0.4495361
0.1513846,0.32266682,0.66493607,0.15110962,0.37248904,0.93488973,0.58808297,0.7494486,0.93473786,0.21857244,0.10053172
0.11245294,0.37194213,0.6423926,0.05360118,0.29626948,0.96442306,0.94589657,0.5354824,0.6342561,0.8123159,0.104617104
0.24115306,0.16469796,0.9078325,0.42800838,0.3202072,0.9545711,0.9475938,0.71447366,0.6766293,0.22620155,-0.020085733
0.4988506,0.43405643,0.699796,0.6708385,0.8260774,0.5489246,0.49906525,0.73054886,0.9389996,0.37359238,0.089078404
0.29387915,0.35301134,0.8636568,0.6343421,0.008915806,0.886551,0.9950656,0.4661587,0.39261022,0.46480048,0.35343388
0.13168024,0.4191312,0.6844168,0.15143886,0.14614923,0.9183293,0.9920093,0.4428139,0.3887551,0.65917444,0.08232874
0.33308396,0.4438295,0.7981763,0.61313736,0.09983122,0.8528575,0.1051498,0.4923351,0.83985054,0.3258258,0.75698805
0.7953725,0.7246047,0.99676514,0.95496136,0.39352483,0.9999847,0.73795366,0.42847526,0.99997866,0.54532874,0.20194475
0.38678947,0.3939243,0.65340346,0.81770474,0.59720373,0.34579414,0.56116235,0.43888405,0.69266427,0.46463683,0.6822941
0.3492914,0.3508251,0.94800967,0.7385676,-0.09725562,0.96768653,0.9979332,0.4556609,0.5065501,0.42731193,0.4043334
0.30131033,0.4417664,0.80589527,0.15153825,0.51396775,0.9901439,0.87258714,0.895202,0.978564,0.11670778,0.09504796
0.2740816,0.39574817,0.6499572,0.32443306,0.11072688,0.5513971,0.0645821,0.49073398,0.43969864,0.36870632,0.17081274
0.07972787,0.52582884,0.6773857,0.010195156,0.11741259,0.97288406,0.99432373,0.48588172,0.35912892,0.7194761,0.04180398
0.74136984,0.4774716,0.9588572,0.8115896,0.4980287,0.9999306,0.806254,0.4311966,0.99992,0.360148,-0.07215169
0.114218906,0.45376244,0.6503063,0.041224066,0.18622537,0.95224047,0.98536205,0.48951343,0.4863377,0.67838967,0.08484246
0.7126627,0.545957,0.7677438,0.8765311,0.8284743,0.51609683,0.4726721,0.7656406,0.96390957,0.31054464,-0.10318831
0.17102073,0.32731327,0.7471534,0.38722122,0.17961426,0.7699175,0.98799586,0.52461267,0.44967237,0.50026387,0.21498203
0.2682508,0.39603862,0.7628548,0.6007837,0.13056438,0.6811061,0.9863385,0.49593803,0.3827447,0.43816763,0.47947246
0.27859533,0.46447608,0.6610422,0.5436504,0.17154138,0.54967016,0.22040772,0.41239068,0.44815835,0.377893,0.3325542
0.32253897,0.33926475,0.78189385,0.39789674,0.44497633,0.96387935,0.5675906,0.7122175,0.97260356,0.40995649,-0.106369734
0.090158835,0.47644088,0.57409966,0.05211243,0.36454782,0.955308,0.47204673,0.57292706,0.8754524,0.5885571,0.060220014
0.17691551,0.29206032,0.61458,0.38812542,0.3521702,0.594519,0.7774868,0.47275093,0.6916554,0.73152274,0.35673243
0.16217542,0.40772223,0.74381244,0.34554437,0.26336393,0.7624945,0.97191674,0.5315286,0.62041306,0.58094,0.16320269
0.24111877,0.49845195,0.7312144,0.62422323,0.20769432,0.47751525,0.88601166,0.4029742,0.612147,0.5282863,0.4673667
0.8520957,0.7887665,0.999084,0.961701,0.7102823,1.0,0.9282366,0.7106437,0.99999946,0.25852287,-0.22579
0.49098107,0.47372234,0.76606786,0.8220301,0.53762126,0.4886993,0.98267865,0.62897766,0.5370563,0.4136327,0.8733082
0.34589654,0.33676973,0.7318438,0.6312251,0.30103093,0.59910136,0.9963519,0.5679604,0.44040552,0.46322927,0.3722697
0.117312945,0.2988625,0.7246739,0.19031255,0.15477955,0.88570577,0.9796568,0.5207933,0.45518017,0.49308857,0.08331721
0.21450098,0.7393848,0.7253858,0.088278666,0.36246872,0.9998037,0.4042176,0.77628493,0.95412505,0.34559402,0.026976736
0.28354457,0.45325837,0.62489337,0.64094436,0.46924758,0.29230183,0.6871518,0.42125818,0.6531905,0.4980373,0.5781184
0.16177587,0.4038736,0.6206529,0.027560942,0.4107261,0.9276848,0.67854404,0.6257025,0.81163096,0.44061938,0.095246166
0.22529818,0.5113447,0.7572889,0.58380336,0.052114565,0.6104396,0.80356264,0.42993468,0.5291613,0.44197205,0.45397478
0.19347626,0.39968202,0.7602929,0.46968478,0.1144062,0.6814153,0.88844496,0.4695733,0.53683996,0.42445078,0.2595696
0.58223635,0.83380616,0.9848072,0.539127,0.91703105,0.9933253,0.8337212,0.9787742,0.9999709,0.6954603,0.9758721
0.44799998,0.47113508,0.76929975,0.7958958,0.5279554,0.5392933,0.98729104,0.63903797,0.53262436,0.41810983,0.84326017
0.3028325,0.43273342,0.67420274,0.7540972,0.5585741,0.32929584,0.6968074,0.46255136,0.61052823,0.5293108,0.701503
0.24510965,0.34815082,0.6644133,0.36100122,0.35147226,0.9927917,0.5201795,0.51494527,0.947953,0.86518645,0.018504348
0.43768454,0.47306135,0.7158537,0.53987,0.42194566,0.55062217,0.41627827,0.73832154,0.8072863,0.103305995,-0.021310836
0.38287237,0.3648104,0.7784812,0.7110245,0.15901364,0.687418,0.997744,0.47088423,0.37156302,0.44343647,0.43795612
0.42762545,0.49791953,0.76630706,0.47945124,0.4017504,0.69457716,0.5006634,0.7903544,0.8898483,0.13551852,-0.0444791
0.37446058,0.34461412,0.6946453,0.5703881,0.6368387,0.45248407,0.35601225,0.5935846,0.8669786,0.56656516,0.2764961
0.11719343,0.48424965,0.6882862,0.036548167,0.31561458,0.98160225,0.9734095,0.5659036,0.5351404,0.5864253,0.14276755
0.24190056,0.5235897,0.7120984,0.6997194,0.2543065,0.4405991,0.91081285,0.46478403,0.6283124,0.52436936,0.5860879
0.42285937,0.41713867,0.68629134,0.8238699,0.5421346,0.4584132,0.9825093,0.60372996,0.56484514,0.42677534,0.77217853
0.785988,0.65700257,0.835198,0.90555274,0.9102733,0.58722866,0.6192075,0.9074299,0.9909836,0.21946165,-0.28620183
0.45124117,0.48499784,0.7463418,0.8497076,0.5916343,0.44981644,0.4224096,0.47774956,0.7298348,0.39600414,0.52957654
0.6535447,0.5223092,0.74285644,0.8708761,0.86526227,0.48442778,0.41643527,0.7469791,0.956575,0.38101947,0.12661684
0.4725769,0.38901165,0.75126815,0.7855154,0.4319634,0.47464332,0.9974813,0.63721,0.4597721,0.39762136,0.6146432
0.5916012,0.51168495,0.93988115,0.83426213,0.20841745,0.9996474,0.1468913,0.45798257,0.99496174,0.80758226,0.32046145
0.3348713,0.31365335,0.6969569,0.6323794,0.3126592,0.54534745,0.99223447,0.5192082,0.481856,0.48584163,0.3878517
0.28132737,0.36587587,0.831102,0.88157195,0.7978639,0.42038295,0.33308372,0.71474195,0.6773084,0.61471295,0.9635378
0.11751936,0.39860317,0.6769775,0.1369069,0.19278076,0.92700046,0.98301154,0.48631275,0.4742994,0.6607152,0.119324505
0.33183032,0.38745984,0.7376751,0.25389877,0.23902981,0.7643237,0.31564647,0.7966954,0.7717825,0.13853796,-0.009374023
0.35278717,0.32428968,0.74004817,0.61762536,0.2966238,0.6452388,0.9936516,0.54893905,0.4521387,0.4937308,0.4662103
0.10314235,0.4493343,0.6862771,0.22120593,0.34963185,0.8270999,0.68694603,0.5673295,0.8072307,0.68508816,0.15462716
0.30898085,0.3307361,0.6300143,0.4765189,0.51859343,0.5687479,0.98328227,0.5692772,0.52655,0.5707108,0.47831747
0.167768,0.38276845,0.68633413,0.27412415,0.21319179,0.55592346,0.20963563,0.4831388,0.6391762,0.42519388,0.15938859
0.27744725,0.35539082,0.6401446,0.5989008,0.33973742,0.45808697,0.97969985,0.47697192,0.49166965,0.5034575,0.45429516
0.2960027,0.38305473,0.7508626,0.42050824,0.11292988,0.7057537,0.25976154,0.50299037,0.44276565,0.25083733,0.22627264
0.48819932,0.45154786,0.7842803,0.8233411,0.28212348,0.44942287,0.99827564,0.61101395,0.45420584,0.3660095,0.61866397
0.23153205,0.3620127,0.64545596,0.3217314,0.14064209,0.52403706,0.20548399,0.45469737,0.5350969,0.43683243,0.13753009
